trust_code,region,trust_name,period,total_attendances,within_4hrs,pct_4hrs_total,pct_4 hrs_type1,total_emergency_dmissions,over_12hrs
RC9,NHS England East Of England ,Bedfordshire Hospitals NHS Foundation Trust,2025-05,"25,704","19,530",76.0,63.0,"7,151",5
RGT,NHS England East Of England ,Cambridge University Hospitals NHS Foundation Trust,2025-05,"17,406","12,682",72.9,58.3,"3,424",207
RWH,NHS England East Of England ,East And North Hertfordshire NHS Trust,2025-05,"17,474","12,974",74.2,49.9,"3,052",132
RDE,NHS England East Of England ,East Suffolk And North Essex NHS Foundation Trust,2025-05,"28,353","22,106",78.0,55.8,"7,574",470
RY4,NHS England East Of England ,Hertfordshire Community NHS Trust,2025-05,"1,194","1,103",92.4,,0,0
DT301,NHS England East Of England ,Herts Urgent Care (Ascots Lane),2025-05,"2,378","2,341",98.4,,0,0
RGP,NHS England East Of England ,James Paget University Hospitals NHS Foundation Trust,2025-05,"9,059","6,114",67.5,62.2,"2,201",205
RAJ,NHS England East Of England ,Mid And South Essex NHS Foundation Trust,2025-05,"35,102","24,751",70.5,67.0,"9,783",378
RD8,NHS England East Of England ,Milton Keynes University Hospital NHS Foundation Trust,2025-05,"14,039","10,672",76.0,62.6,"2,690",0
RM1,NHS England East Of England ,Norfolk And Norwich University Hospitals NHS Foundation Trust,2025-05,"21,050","17,130",81.4,70.3,"4,150",198
RGN,NHS England East Of England ,North West Anglia NHS Foundation Trust,2025-05,"20,308","13,702",67.5,57.9,"4,909",838
Y02428,NHS England East Of England ,Putnoe Walk In Centre,2025-05,"2,636","2,636",100.0,,0,0
RQW,NHS England East Of England ,The Princess Alexandra Hospital NHS Trust,2025-05,"11,152","7,224",64.8,54.2,"2,142",125
RCX,NHS England East Of England ,"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",2025-05,"7,959","4,956",62.3,55.6,"2,239",90
RWG,NHS England East Of England ,West Hertfordshire Teaching Hospitals NHS Trust,2025-05,"17,134","14,345",83.7,67.0,"4,971",30
RGR,NHS England East Of England ,West Suffolk NHS Foundation Trust,2025-05,"8,945","7,022",78.5,76.6,"2,457",102
G0Q0L,NHS England London,Barking Hospital Utc,2025-05,"2,788","2,754",98.8,,0,0
RF4,NHS England London,"Barking, Havering And Redbridge University Hospitals NHS Trust",2025-05,"30,901","24,472",79.2,56.3,"8,617",642
R1H,NHS England London,Barts Health NHS Trust,2025-05,"45,889","32,237",70.2,54.7,"5,662",988
AD913,NHS England London,Beckenham Beacon Ucc,2025-05,"4,003","3,983",99.5,,0,0
RYX,NHS England London,Central London Community Healthcare NHS Trust,2025-05,"13,751","13,541",98.5,,0,0
RQM,NHS England London,Chelsea And Westminster Hospital NHS Foundation Trust,2025-05,"27,313","21,705",79.5,73.5,"3,166",55
RJ6,NHS England London,Croydon Health Services NHS Trust,2025-05,"18,488","14,365",77.7,68.8,"1,320",873
RVR,NHS England London,Epsom And St Helier University Hospitals NHS Trust,2025-05,"13,545","9,330",68.9,64.6,"2,514",975
RJ1,NHS England London,Guy's And St Thomas' NHS Foundation Trust,2025-05,"18,092","14,310",79.1,65.4,"2,262",69
K6K0R,NHS England London,Harold Wood Polyclinic Utc,2025-05,"2,625","2,607",99.3,,0,0
RQX,NHS England London,Homerton Healthcare NHS Foundation Trust,2025-05,"11,355","9,372",82.5,82.5,"2,077",26
RYJ,NHS England London,Imperial College Healthcare NHS Trust,2025-05,"24,340","18,372",75.5,55.6,"4,960",366
RJZ,NHS England London,King's College Hospital NHS Foundation Trust,2025-05,"26,102","19,210",73.6,57.8,"4,014",833
RAX,NHS England London,Kingston And Richmond NHS Foundation Trust,2025-05,"15,569","12,054",77.4,52.1,"3,206",261
RJ2,NHS England London,Lewisham And Greenwich NHS Trust,2025-05,"25,687","17,405",67.8,49.8,"4,945",726
R1K,NHS England London,London North West University Healthcare NHS Trust,2025-05,"29,624","22,433",75.7,49.8,"6,657",403
RP6,NHS England London,Moorfields Eye Hospital NHS Foundation Trust,2025-05,"6,040","5,929",98.2,,277,0
RAT,NHS England London,North East London NHS Foundation Trust,2025-05,"2,020","1,940",96.0,,0,0
RAL,NHS England London,Royal Free London NHS Foundation Trust,2025-05,"43,504","33,377",76.7,64.3,"6,172","1,606"
RAN,NHS England London,Royal National Orthopaedic Hospital NHS Trust,2025-05,0,0,,,34,0
RJ7,NHS England London,St George's University Hospitals NHS Foundation Trust,2025-05,"13,234","10,373",78.4,69.3,"3,534",836
RAS,NHS England London,The Hillingdon Hospitals NHS Foundation Trust,2025-05,"13,147","10,127",77.0,52.1,"2,099",58
Y03218,NHS England London,The Pinn Unregistered Wic,2025-05,852,852,100.0,,0,0
RRV,NHS England London,University College London Hospitals NHS Foundation Trust,2025-05,"14,158","9,918",70.1,70.1,"1,702",141
Y02147,NHS England London,Urgent Care Centre (Qms),2025-05,"8,479","8,354",98.5,,0,0
RKE,NHS England London,Whittington Health NHS Trust,2025-05,"9,198","6,583",71.6,71.6,"1,407",167
NL7,NHS England Midlands ,Assura Vertis Urgent Care Centres (Birmingham),2025-05,"3,179","3,179",100.0,,0,0
8J094,NHS England Midlands ,Badger Ltd,2025-05,"1,444","1,444",100.0,,0,0
RQ3,NHS England Midlands ,Birmingham Women's And Children's NHS Foundation Trust,2025-05,"5,061","3,988",78.8,78.8,"1,068",5
RFS,NHS England Midlands ,Chesterfield Royal Hospital NHS Foundation Trust,2025-05,"13,950","10,144",72.7,53.7,"2,803",95
RYG,NHS England Midlands ,Coventry And Warwickshire Partnership NHS Trust,2025-05,0,0,,,87,0
RY8,NHS England Midlands ,Derbyshire Community Health Services NHS Foundation Trust,2025-05,"10,029","9,854",98.3,,0,0
NNJ,NHS England Midlands ,Dhu Health Care C.I.C,2025-05,"2,031","2,031",100.0,,0,0
Y03007,NHS England Midlands ,Erdington GP Health & Wellbeing Wic,2025-05,"2,082","2,082",100.0,,0,0
RLT,NHS England Midlands ,George Eliot Hospital NHS Trust,2025-05,"8,752","5,940",67.9,60.8,"1,113",284
RNQ,NHS England Midlands ,Kettering General Hospital NHS Foundation Trust,2025-05,"18,758","14,893",79.4,63.9,"2,292",788
C82038,NHS England Midlands ,Latham House Medical Practice,2025-05,354,354,100.0,,0,0
RY5,NHS England Midlands ,Lincolnshire Community Health Services NHS Trust,2025-05,"8,967","8,753",97.6,,0,0
NNJ0H,NHS England Midlands ,Llr Ea - The Merlyn Vaz Health & Social Care Centre,2025-05,"2,475","2,475",100.0,,0,0
NNJ07,NHS England Midlands ,Loughborough Urgent Care Centre,2025-05,"8,099","8,073",99.7,,0,0
NNJ12,NHS England Midlands ,Market Harborough,2025-05,599,599,100.0,,0,0
NNJ13,NHS England Midlands ,Melton Mowbray,2025-05,507,507,100.0,,0,0
A5D4Q,NHS England Midlands ,Nems Utc,2025-05,"3,404","2,628",77.2,,0,0
RNS,NHS England Midlands ,Northampton General Hospital NHS Trust,2025-05,"13,142","8,723",66.4,58.6,"3,241",622
NR3,NHS England Midlands ,Nottingham Citycare Partnership,2025-05,"5,654","5,343",94.5,,0,0
RX1,NHS England Midlands ,Nottingham University Hospitals NHS Trust,2025-05,"15,775","8,882",56.3,50.1,"9,184",460
NNJ14,NHS England Midlands ,Oadby,2025-05,"2,897","2,897",100.0,,0,0
NNJ15,NHS England Midlands ,Oakham,2025-05,496,496,100.0,,0,0
RXK,NHS England Midlands ,Sandwell And West Birmingham Hospitals NHS Trust,2025-05,"21,442","16,730",78.0,63.2,"3,212",145
RK5,NHS England Midlands ,Sherwood Forest Hospitals NHS Foundation Trust,2025-05,"17,427","13,761",79.0,69.3,"3,898",73
R1D,NHS England Midlands ,Shropshire Community Health NHS Trust,2025-05,"3,433","3,374",98.3,,0,0
C83023,NHS England Midlands ,Sleaford Medical Group,2025-05,537,537,100.0,,2,0
Y02615,NHS England Midlands ,South Birmingham GP Walk In Centre,2025-05,"6,661","6,661",100.0,,0,0
RJC,NHS England Midlands ,South Warwickshire University NHS Foundation Trust,2025-05,"8,984","6,395",71.2,69.8,"3,142",76
NQTE4,NHS England Midlands ,Summerfield Urgent Care Centre,2025-05,"3,089","3,089",100.0,,0,0
RNA,NHS England Midlands ,The Dudley Group NHS Foundation Trust,2025-05,"14,879","11,771",79.1,70.1,"6,308",144
RL1,NHS England Midlands ,The Robert Jones And Agnes Hunt Orthopaedic Hospital NHS Foundation Trust,2025-05,0,0,,,38,0
RL4,NHS England Midlands ,The Royal Wolverhampton NHS Trust,2025-05,"21,598","17,608",81.5,72.4,"6,723",383
RXW,NHS England Midlands ,The Shrewsbury And Telford Hospital NHS Trust,2025-05,"13,858","6,859",49.5,42.3,"5,342","1,379"
RWD,NHS England Midlands ,United Lincolnshire Teaching Hospitals NHS Trust,2025-05,"21,162","13,957",66.0,60.4,"5,864",942
RRK,NHS England Midlands ,University Hospitals Birmingham NHS Foundation Trust,2025-05,"38,269","23,167",60.5,58.2,"17,268","1,863"
RKB,NHS England Midlands ,University Hospitals Coventry And Warwickshire NHS Trust,2025-05,"19,983","14,542",72.8,58.2,"1,998",31
RTG,NHS England Midlands ,University Hospitals Of Derby And Burton NHS Foundation Trust,2025-05,"32,515","23,457",72.1,60.1,"6,141",850
RWE,NHS England Midlands ,University Hospitals Of Leicester NHS Trust,2025-05,"24,360","14,985",61.5,58.8,"10,213",609
RJE,NHS England Midlands ,University Hospitals Of North Midlands NHS Trust,2025-05,"25,505","17,861",70.0,50.3,"6,811",857
RBK,NHS England Midlands ,Walsall Healthcare NHS Trust,2025-05,"13,712","10,905",79.5,71.1,"4,512",105
RWP,NHS England Midlands ,Worcestershire Acute Hospitals NHS Trust,2025-05,"20,513","13,347",65.1,49.3,"3,665",819
RLQ,NHS England Midlands ,Wye Valley NHS Trust,2025-05,"7,355","4,440",60.4,52.5,"1,609",249
RCF,NHS England North East And Yorkshire ,Airedale NHS Foundation Trust,2025-05,"6,929","4,729",68.2,67.3,"2,060",47
RFF,NHS England North East And Yorkshire ,Barnsley Hospital NHS Foundation Trust,2025-05,"9,336","6,717",71.9,71.9,"3,537",0
RAE,NHS England North East And Yorkshire ,Bradford Teaching Hospitals NHS Foundation Trust,2025-05,"14,009","11,592",82.7,74.3,"4,054",49
NNF09,NHS England North East And Yorkshire ,Bransholme Health Centre,2025-05,"3,723","3,147",84.5,,0,0
NNF16,NHS England North East And Yorkshire ,Bridlington Hospital,2025-05,"1,521","1,458",95.9,,0,0
RWY,NHS England North East And Yorkshire ,Calderdale And Huddersfield NHS Foundation Trust,2025-05,"16,305","13,737",84.3,84.3,"3,014",5
RXP,NHS England North East And Yorkshire ,County Durham And Darlington NHS Foundation Trust,2025-05,"25,214","19,894",78.9,59.8,"5,197",13
RP5,NHS England North East And Yorkshire ,Doncaster And Bassetlaw Teaching Hospitals NHS Foundation Trust,2025-05,"18,317","13,553",74.0,66.2,"5,392",113
NNF94,NHS England North East And Yorkshire ,East Riding Community Hospital,2025-05,"3,089","2,901",93.9,,0,0
RR7,NHS England North East And Yorkshire ,Gateshead Health NHS Foundation Trust,2025-05,"9,964","7,868",79.0,65.5,"1,736",1
NNFA7,NHS England North East And Yorkshire ,Goole & District Hospital,2025-05,"1,776","1,756",98.9,,0,0
RCD,NHS England North East And Yorkshire ,Harrogate And District NHS Foundation Trust,2025-05,"6,729","5,256",78.1,73.7,"1,409",15
RWA,NHS England North East And Yorkshire ,Hull University Teaching Hospitals NHS Trust,2025-05,"14,154","7,954",56.2,42.8,"5,933",467
RV9,NHS England North East And Yorkshire ,Humber Teaching NHS Foundation Trust,2025-05,"1,209","1,206",99.8,,0,0
RR8,NHS England North East And Yorkshire ,Leeds Teaching Hospitals NHS Trust,2025-05,"31,385","24,004",76.5,60.5,"4,868",331
ARN03,NHS England North East And Yorkshire ,Local Care Direct,2025-05,"2,391","2,382",99.6,,0,0
RXF,NHS England North East And Yorkshire ,Mid Yorkshire Teaching NHS Trust,2025-05,"23,976","17,474",72.9,63.2,"4,698",175
RNN,NHS England North East And Yorkshire ,North Cumbria Integrated Care NHS Foundation Trust,2025-05,"11,721","7,820",66.7,59.2,"2,924",426
RVW,NHS England North East And Yorkshire ,North Tees And Hartlepool NHS Foundation Trust,2025-05,"16,376","14,028",85.7,52.4,"4,492",1
RJL,NHS England North East And Yorkshire ,Northern Lincolnshire And Goole NHS Foundation Trust,2025-05,"17,315","12,134",70.1,45.2,"5,971",796
RTF,NHS England North East And Yorkshire ,Northumbria Healthcare NHS Foundation Trust,2025-05,"23,619","21,358",90.4,77.4,"4,557",0
RCU,NHS England North East And Yorkshire ,Sheffield Children's NHS Foundation Trust,2025-05,"5,276","4,830",91.5,91.0,"1,087",0
RHQ,NHS England North East And Yorkshire ,Sheffield Teaching Hospitals NHS Foundation Trust,2025-05,"19,463","14,432",74.2,48.2,"6,603",9
RTR,NHS England North East And Yorkshire ,South Tees Hospitals NHS Foundation Trust,2025-05,"18,915","14,569",77.0,49.2,"5,110",6
R0B,NHS England North East And Yorkshire ,South Tyneside And Sunderland NHS Foundation Trust,2025-05,"20,567","15,028",73.1,55.6,"5,842",12
RXG,NHS England North East And Yorkshire ,South West Yorkshire Partnership NHS Foundation Trust,2025-05,0,0,,,127,0
RTD,NHS England North East And Yorkshire ,The Newcastle Upon Tyne Hospitals NHS Foundation Trust,2025-05,"21,788","17,452",80.1,67.0,"6,588",26
RFR,NHS England North East And Yorkshire ,The Rotherham NHS Foundation Trust,2025-05,"9,248","6,345",68.6,68.6,"2,339",1
AJN,NHS England North East And Yorkshire ,Workington Health Limited,2025-05,442,442,100.0,,0,0
RCB,NHS England North East And Yorkshire ,York And Scarborough Teaching Hospitals NHS Foundation Trust,2025-05,"18,718","12,847",68.6,48.4,"6,553",445
RBS,NHS England North West ,Alder Hey Children's NHS Foundation Trust,2025-05,"6,141","5,308",86.4,86.4,"1,301",0
RXL,NHS England North West ,Blackpool Teaching Hospitals NHS Foundation Trust,2025-05,"20,300","15,887",78.3,54.6,"4,597",367
RMC,NHS England North West ,Bolton NHS Foundation Trust,2025-05,"12,444","8,742",70.3,57.2,"3,593",196
RY2,NHS England North West ,Bridgewater Community Healthcare NHS Foundation Trust,2025-05,"3,196","3,145",98.4,,0,0
RJR,NHS England North West ,Countess Of Chester Hospital NHS Foundation Trust,2025-05,"7,777","4,657",59.9,46.7,"2,959",751
RJN,NHS England North West ,East Cheshire NHS Trust,2025-05,"4,626","2,635",57.0,56.8,"1,123",148
RXR,NHS England North West ,East Lancashire Hospitals NHS Trust,2025-05,"24,955","19,881",79.7,66.1,"5,572","1,119"
RXN,NHS England North West ,Lancashire Teaching Hospitals NHS Foundation Trust,2025-05,"16,036","11,391",71.0,63.4,"4,587",476
RBQ,NHS England North West ,Liverpool Heart And Chest Hospital NHS Foundation Trust,2025-05,0,0,,,172,0
REM,NHS England North West ,Liverpool University Hospitals NHS Foundation Trust,2025-05,"26,973","18,894",70.0,52.9,"7,060",852
REP,NHS England North West ,Liverpool Women's NHS Foundation Trust,2025-05,"1,446","1,251",86.5,,120,0
R0A,NHS England North West ,Manchester University NHS Foundation Trust,2025-05,"46,155","32,960",71.4,58.2,"6,522",106
RBN,NHS England North West ,Mersey And West Lancashire Teaching Hospitals NHS Trust,2025-05,"25,457","18,940",74.4,64.7,"8,453",366
RW4,NHS England North West ,Mersey Care NHS Foundation Trust,2025-05,"13,831","13,699",99.0,,40,0
